LotArea,LotFrontage,LotShape,LotConfig,LandContour,LandSlope,Neighborhood,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,Fireplaces,FireplaceQu,GarageArea,GarageQual,GarageCond,WoodDeckSF,PoolArea,YrSold,SalePrice,AgeSinceRemod/Add,TotRms,PorchArea,LocationRank,OverallQualCond,ExterQualCond,BsmtQualCond,GarageQualCond
15564,63,Reg,Inside,Lvl,Gtl,Crawfor,6,6,3,3,4,3,676,5,1,1264,3,0,0,400,3,3,424,0,2008,147500,13,5,0,3,36,9,12,9
13543,101,IR1,Corner,HLS,Gtl,StoneBr,8,5,4,3,5,3,1168,5,1,2500,5,1,4,683,3,3,192,0,2008,355000,3,10,32,4,40,12,15,9
6130,50,Reg,Inside,Lvl,Gtl,BrkSide,5,6,3,3,3,3,784,4,1,784,4,0,0,0,0,0,0,0,2008,109500,58,5,116,2,30,9,9,0
5925,50,Reg,Corner,Lvl,Gtl,OldTown,2,4,3,4,0,0,0,2,0,612,3,0,0,308,3,2,0,0,2009,45000,59,3,25,2,8,12,0,6
24090,69,Reg,Inside,Lvl,Gtl,ClearCr,7,7,3,4,3,3,1032,5,1,2403,3,2,3,349,3,3,56,0,2010,244400,60,7,318,1,49,12,9,9
9600,80,Reg,Inside,Lvl,Gtl,NAmes,6,5,3,3,3,3,1416,3,1,1644,3,2,4,418,3,3,110,0,2009,167000,56,6,0,2,30,9,9,9
8158,65,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,860,5,1,1729,4,0,0,542,3,3,386,0,2007,200000,5,7,63,3,35,12,12,9
5220,50,IR1,Inside,Lvl,Gtl,SWISU,5,3,3,3,3,3,830,4,1,879,3,0,0,180,3,3,0,0,2006,80000,56,4,108,1,15,9,9,9
8172,60,Reg,Inside,Lvl,Gtl,Edwards,5,7,3,3,3,3,864,3,1,864,3,0,0,572,3,3,0,0,2006,115000,16,5,0,1,35,9,9,9
9000,72,Reg,Inside,Lvl,Gtl,NAmes,6,5,3,3,4,3,1196,4,1,1196,3,1,4,297,3,3,0,0,2008,139000,52,5,44,2,30,9,12,9
7844,74,Reg,Inside,Lvl,Gtl,Sawyer,6,7,3,3,3,3,672,3,1,1400,3,1,3,440,3,3,0,0,2006,149500,28,6,0,1,42,9,9,9
9084,60,Reg,Inside,Lvl,Gtl,Edwards,4,5,3,3,3,3,755,3,1,1510,3,1,4,296,2,1,120,0,2009,108000,59,7,0,1,20,9,9,2
10800,60,Reg,Inside,Lvl,Gtl,OldTown,4,7,3,3,0,0,0,3,0,1294,3,0,0,0,0,0,220,0,2008,106250,8,7,324,2,28,9,0,0
8556,74,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1240,5,1,1240,4,0,0,826,3,3,140,0,2007,194000,1,5,93,3,35,12,12,9
9100,70,Reg,Inside,Lvl,Gtl,Sawyer,5,4,3,3,3,3,988,5,1,988,3,0,0,624,3,3,0,0,2006,129500,44,6,0,1,20,9,9,9
8668,63,Reg,Corner,Lvl,Gtl,NAmes,5,5,3,3,3,3,1560,3,1,1560,3,0,0,792,3,3,0,0,2007,126000,39,8,0,2,25,9,9,9
11767,70,Reg,Inside,Lvl,Gtl,Edwards,5,5,3,3,2,3,1078,3,1,1368,3,0,0,195,3,3,0,0,2009,120000,59,6,252,1,25,9,6,9
8400,70,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1473,5,1,1484,4,0,0,606,3,3,0,0,2010,213000,5,7,179,3,35,12,12,9
3874,40,IR1,Inside,Lvl,Gtl,Greens,8,5,4,3,4,3,1226,3,1,1226,4,1,2,484,3,3,133,0,2006,190000,26,4,78,4,40,12,12,9
8076,69,IR1,Inside,Lvl,Gtl,Gilbert,6,6,3,3,4,3,1160,4,1,1169,3,1,3,402,3,3,0,0,2006,183500,12,7,170,2,36,9,12,9
10090,93,IR1,Inside,Lvl,Gtl,NAmes,7,5,3,3,3,3,725,3,1,1651,3,2,3,276,3,3,460,0,2007,172000,8,8,211,2,35,9,9,9
8877,67,Reg,Inside,Lvl,Mod,Edwards,4,6,3,3,3,3,816,5,1,816,3,1,4,288,2,2,0,0,2009,100000,51,5,0,1,24,9,9,4
11058,85,Reg,Corner,Lvl,Gtl,CollgCr,7,6,4,3,4,3,1564,5,1,1564,4,0,0,814,3,3,0,0,2008,218836,1,6,24,3,42,12,12,9
10800,60,Reg,Inside,Lvl,Gtl,OldTown,6,7,3,3,2,3,482,5,0,1912,3,1,3,672,4,3,0,0,2008,163000,8,7,237,2,42,9,6,12
10936,59,IR1,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,1510,5,1,1525,4,1,4,534,3,3,100,0,2007,206580,1,7,18,2,35,12,12,9
8461,65,Reg,Inside,Lvl,Gtl,CollgCr,6,5,4,3,4,3,728,5,1,1456,4,1,4,390,3,3,0,0,2006,163990,0,7,24,3,30,12,12,9
7518,60,Reg,FR3,Lvl,Gtl,IDOTRR,5,8,2,4,2,2,396,4,1,1330,3,0,0,390,3,3,0,0,2006,116500,2,5,117,1,40,8,4,9
8010,69,IR1,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,840,5,1,1720,4,1,4,400,3,3,138,0,2008,188000,5,7,48,2,35,12,12,9
10050,69,IR1,Inside,Lvl,Gtl,NAmes,5,6,3,3,3,3,793,5,1,1280,3,1,3,432,3,3,140,0,2007,175000,41,7,40,2,30,9,9,9
4740,38,IR1,Inside,Lvl,Gtl,StoneBr,8,5,4,3,4,3,1166,4,1,1179,3,0,0,480,3,3,0,0,2007,182000,19,6,243,4,40,12,12,9
6978,60,Reg,Inside,Bnk,Gtl,OldTown,5,7,4,4,3,3,850,3,1,960,3,0,0,576,3,3,0,0,2007,103000,27,4,116,2,35,16,9,9
11400,69,Reg,Inside,Lvl,Gtl,NoRidge,10,5,5,3,5,3,2633,5,1,2633,5,2,4,804,3,3,314,0,2007,466500,5,7,140,4,50,15,15,9
9240,66,IR1,Inside,Lvl,Gtl,NAmes,6,8,4,3,3,3,988,3,1,988,4,0,0,297,3,3,156,0,2009,149500,11,7,0,2,48,12,9,9
2304,24,Reg,Inside,Lvl,Gtl,NPkVill,7,7,3,3,4,3,1061,3,1,1055,3,0,0,319,3,3,108,0,2007,142500,29,5,32,2,49,9,12,9
7223,54,Reg,Inside,Lvl,Gtl,Crawfor,5,5,3,3,3,3,1290,3,1,1422,3,0,0,352,3,3,0,0,2007,136500,57,5,64,3,25,9,9,9
3612,69,IR1,Inside,Lvl,Gtl,Landmrk,6,5,3,3,4,3,630,5,1,1320,3,0,0,484,3,3,0,0,2006,137000,12,7,48,2,30,9,12,9
12680,63,IR1,Inside,Lvl,Gtl,NWAmes,7,6,4,3,4,4,1675,5,1,1688,5,1,5,528,3,3,0,0,2008,226500,20,6,189,3,42,12,16,9
10176,85,Reg,Inside,Lvl,Gtl,Gilbert,7,5,3,3,4,3,1300,4,1,1341,4,1,1,506,3,3,192,0,2010,171500,20,6,0,2,35,9,12,9
10780,55,IR1,Inside,Lvl,Gtl,CollgCr,5,5,3,3,3,3,911,4,1,954,3,0,0,576,3,3,0,0,2006,132500,30,5,0,3,25,9,9,9
8544,69,Reg,Inside,Lvl,Gtl,NAmes,3,4,3,3,0,0,0,2,0,1040,3,0,0,400,3,3,0,0,2006,87500,56,6,0,2,12,9,0,9
10646,79,IR1,Corner,Lvl,Gtl,Somerst,7,5,3,3,3,3,858,5,1,1789,3,1,3,546,3,3,0,0,2008,223000,7,8,0,4,35,9,9,9
8400,80,Reg,Inside,Lvl,Gtl,NAmes,6,9,4,4,3,3,1319,3,1,1537,4,1,4,462,3,3,0,0,2008,174000,3,7,36,2,54,16,9,9
15428,85,Reg,Inside,Lvl,Gtl,NAmes,5,6,3,3,3,3,884,5,1,884,3,0,0,270,3,3,0,0,2006,142000,15,5,195,2,30,9,9,9
11216,81,Reg,Inside,Lvl,Gtl,Somerst,8,5,4,3,4,4,1489,5,1,1489,4,1,4,776,3,3,0,0,2006,232600,0,6,140,4,40,12,16,9
10140,78,Reg,Inside,Lvl,Gtl,NWAmes,6,6,3,3,3,3,1040,2,1,1309,4,1,2,484,3,3,265,648,2006,181000,7,7,0,3,36,9,9,9
3964,42,Reg,Inside,Lvl,Gtl,MeadowV,6,4,3,3,4,3,942,4,1,2521,3,1,4,576,3,3,728,0,2006,151400,33,10,20,1,24,9,12,9
11428,98,IR1,Inside,Lvl,Gtl,NridgHt,8,5,4,3,4,3,1626,5,1,1634,4,1,4,866,3,3,0,0,2007,250000,1,6,44,4,40,12,12,9
10421,80,Reg,Inside,Lvl,Gtl,NWAmes,7,5,3,3,4,3,980,3,1,1714,3,1,3,496,3,3,228,0,2010,196500,22,7,222,3,35,9,12,9
13500,75,Reg,Corner,Lvl,Gtl,OldTown,7,8,3,4,3,3,819,3,1,2454,3,1,4,576,3,3,0,0,2007,185000,20,6,298,2,56,12,9,9
9000,75,Reg,Inside,Lvl,Gtl,NWAmes,6,5,3,3,3,3,1216,3,1,1216,3,0,0,336,3,3,0,0,2009,113000,40,6,0,3,30,9,9,9
8089,60,Reg,Inside,HLS,Gtl,StoneBr,8,6,4,3,4,3,1419,5,1,1419,4,1,4,567,3,3,140,0,2007,392000,0,6,0,4,48,12,12,9
9400,35,IR1,CulDSac,Lvl,Gtl,Edwards,6,5,3,3,4,4,945,3,1,980,3,0,0,0,0,0,0,0,2006,127500,31,8,0,1,30,9,16,0
2117,24,Reg,Inside,Lvl,Gtl,Somerst,6,5,4,3,4,3,756,5,1,1573,4,0,0,440,3,3,0,0,2007,177000,7,7,32,4,30,12,12,9
10625,85,Reg,Inside,Lvl,Gtl,Somerst,6,5,4,3,4,3,1158,5,1,2443,4,1,4,744,3,3,193,0,2007,265000,3,8,127,4,30,12,12,9
8413,106,IR1,Inside,Lvl,Gtl,Somerst,8,5,4,4,5,3,1220,5,1,2362,4,2,3,1105,4,3,147,0,2007,312500,9,8,180,4,40,16,15,12
13500,75,Reg,Inside,Lvl,Gtl,OldTown,10,9,5,5,3,3,1237,4,1,2775,4,1,4,880,4,3,105,0,2008,325000,8,8,502,2,90,25,9,12
15676,69,IR1,Inside,Low,Gtl,Veenker,8,8,4,4,4,4,2014,4,1,2014,4,2,4,864,3,3,462,0,2009,275000,29,6,255,4,64,16,16,9
9950,82,IR1,Inside,Lvl,Gtl,NoRidge,7,5,4,3,4,3,1203,5,1,2520,4,1,3,721,3,3,224,0,2007,290000,12,8,114,4,35,12,12,9
15410,39,IR1,CulDSac,Lvl,Gtl,Sawyer,6,6,3,4,3,3,1208,5,1,1494,3,2,2,461,3,3,296,0,2010,169000,8,7,186,1,36,12,9,9
6000,50,Reg,Inside,Lvl,Gtl,BrkSide,5,7,3,3,3,3,616,4,1,616,3,0,0,205,3,3,0,0,2006,89000,56,4,129,2,35,9,9,9
8402,63,IR1,Inside,Lvl,Gtl,Gilbert,6,5,3,3,4,3,789,4,1,1465,3,1,4,393,3,3,0,0,2010,180400,12,7,75,2,30,9,12,9
10655,85,IR1,Inside,Lvl,Gtl,NridgHt,8,5,4,3,4,3,3206,5,1,1629,4,1,4,880,3,3,0,0,2009,284000,5,7,0,4,40,12,12,9
10150,70,Reg,Inside,Lvl,Gtl,NAmes,5,5,3,3,3,3,912,5,1,912,3,0,0,275,3,3,0,0,2007,114500,49,4,0,2,25,9,9,9
10084,84,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1552,5,1,1552,4,0,0,782,3,3,144,0,2006,212900,0,6,20,3,35,12,12,9
16285,67,IR2,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1413,5,1,1430,4,0,0,605,3,3,0,0,2009,187100,7,6,33,3,35,12,12,9
3230,34,Reg,Corner,Lvl,Gtl,Somerst,6,5,3,3,4,3,729,4,1,1458,3,1,2,440,3,3,0,0,2007,176000,8,6,32,4,30,9,12,9
21579,69,IR1,CulDSac,Lvl,Gtl,Crawfor,6,6,3,3,4,3,1488,5,1,1488,3,2,4,552,3,3,0,0,2007,215000,39,7,216,3,36,9,12,9
8320,64,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,770,5,1,1582,4,0,0,520,3,3,0,0,2008,185900,4,7,45,3,35,12,12,9
6960,60,Reg,Inside,Lvl,Gtl,NAmes,4,6,3,3,3,3,864,3,1,864,4,0,0,660,3,3,96,0,2009,120500,39,5,0,2,24,9,9,9
21930,60,IR3,Inside,Lvl,Gtl,Gilbert,5,5,4,3,4,4,732,5,1,1838,3,1,4,372,3,3,100,0,2006,192140,1,8,40,2,25,12,16,9
6600,60,Reg,Inside,Lvl,Gtl,Mitchel,5,9,4,4,3,3,816,5,1,816,4,1,5,264,3,3,0,0,2008,130500,0,6,0,2,45,16,9,9
8405,50,Reg,Inside,Lvl,Gtl,Edwards,4,3,3,3,0,0,0,3,0,1529,3,0,0,240,3,3,92,0,2009,98000,59,7,185,1,12,9,0,9
11778,91,Reg,Inside,Lvl,Gtl,CollgCr,9,5,4,3,4,3,2271,5,1,2276,5,2,4,1348,4,3,0,0,2008,475000,0,7,325,3,45,12,12,12
8967,60,Reg,Corner,Lvl,Gtl,IDOTRR,5,2,3,2,2,1,961,4,1,1077,3,0,0,338,1,1,0,0,2007,67000,57,4,0,1,10,6,2,1
10562,86,Reg,Inside,Lvl,Gtl,NridgHt,8,5,4,3,5,3,1582,5,1,2161,5,1,4,789,3,3,178,0,2007,325624,0,7,120,4,40,12,15,9
12864,44,IR1,CulDSac,Lvl,Gtl,Mitchel,7,5,4,3,4,3,1409,5,1,1409,4,1,4,576,3,3,0,0,2007,245000,5,5,289,2,35,12,12,9
13695,66,Reg,Inside,Lvl,Gtl,SawyerW,5,5,3,3,3,3,1114,5,1,1114,4,0,0,576,3,3,0,0,2008,159000,4,7,102,3,25,9,9,9
10289,79,Reg,Inside,Lvl,Gtl,NAmes,5,7,3,3,3,3,1073,3,1,1073,3,0,0,515,3,3,0,0,2007,156000,42,7,0,2,35,9,9,9
15431,105,Reg,Inside,Lvl,Gtl,NridgHt,10,5,5,3,5,3,3094,5,1,2402,5,2,4,672,3,3,0,0,2009,555000,1,6,242,4,50,15,15,9
11120,69,IR1,CulDSac,Lvl,Gtl,Veenker,6,6,3,3,4,3,1232,3,1,1232,3,0,0,516,3,3,0,0,2008,162500,24,6,0,4,36,9,12,9
9069,73,Reg,Inside,Lvl,Gtl,SawyerW,6,8,4,4,4,3,1344,4,1,1440,4,0,0,920,3,3,288,0,2006,224500,13,8,0,3,48,16,12,9
47280,69,IR1,Inside,Lvl,Gtl,Gilbert,6,5,3,3,3,3,1488,4,1,1488,3,1,3,738,3,3,0,0,2008,133000,58,7,180,2,30,9,9,9
7875,63,Reg,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,783,5,1,1509,4,1,4,393,3,3,0,0,2006,180000,3,7,75,2,35,12,12,9
6600,60,Reg,Inside,Lvl,Gtl,Mitchel,5,6,3,3,3,3,845,4,1,845,4,0,0,264,3,3,0,0,2008,134500,3,5,0,2,30,9,9,9
13682,66,IR2,CulDSac,HLS,Gtl,StoneBr,10,5,5,3,5,3,1410,5,1,2945,4,1,4,641,3,3,192,0,2006,438780,0,8,37,4,50,15,15,9
9150,101,IR1,Corner,Lvl,Gtl,NAmes,6,5,3,3,4,3,1099,4,1,1431,3,1,4,296,3,3,64,0,2008,165000,46,6,110,2,30,9,12,9
7150,65,Reg,Inside,Lvl,Gtl,NAmes,5,5,3,3,3,3,892,3,1,892,3,0,0,288,3,3,0,0,2009,100000,42,5,0,2,25,9,9,9
12285,69,IR1,Inside,Lvl,Gtl,NAmes,7,6,3,3,3,3,1329,4,1,1329,3,2,4,441,3,3,0,0,2009,176000,49,6,203,2,42,9,9,9
17920,102,Reg,Inside,Lvl,Gtl,Sawyer,5,4,3,3,3,3,1763,3,1,1779,3,1,4,454,3,3,0,0,2006,170000,32,7,730,1,20,9,9,9
3684,53,Reg,Inside,Lvl,Gtl,Blmngtn,7,5,4,3,4,3,1373,5,1,1555,4,1,3,660,3,3,143,0,2009,174000,2,5,20,4,35,12,12,9
7006,62,Reg,Inside,Lvl,Gtl,IDOTRR,6,6,3,3,3,3,768,3,1,1236,3,1,4,384,3,3,0,0,2008,127000,58,7,0,1,36,9,9,9
8390,77,IR1,Inside,Lvl,Gtl,Gilbert,7,5,3,3,4,3,831,5,1,1651,3,1,3,450,3,3,0,0,2008,185900,9,7,103,2,35,9,12,9
5784,50,Reg,Inside,Lvl,Gtl,OldTown,5,8,3,3,2,3,190,4,1,886,3,0,0,273,3,3,144,0,2009,91300,13,4,100,2,40,9,6,9
9135,70,Reg,Inside,Lvl,Gtl,CollgCr,6,5,4,3,4,3,1682,5,1,1700,4,0,0,544,3,3,192,0,2006,200000,3,7,23,3,30,12,12,9
10496,78,Reg,Inside,Lvl,Gtl,NAmes,6,6,3,3,3,3,1040,5,1,1846,3,1,4,315,3,3,0,0,2007,143000,57,6,0,2,36,9,9,9
13650,69,Reg,Inside,Lvl,Gtl,Sawyer,5,5,4,4,3,3,1052,5,1,1920,4,1,4,451,3,3,0,0,2006,172500,48,8,0,1,25,16,9,9
8308,67,Reg,Inside,Lvl,Gtl,Edwards,4,6,3,4,3,3,1088,3,1,1088,3,0,0,520,3,3,0,0,2007,110000,44,4,0,1,24,12,9,9
9450,69,IR1,Corner,Lvl,Gtl,NAmes,4,5,3,3,3,3,1040,3,1,1362,3,1,4,768,3,3,0,0,2009,140000,52,6,84,2,20,9,9,9
9317,78,IR1,Inside,Lvl,Gtl,CollgCr,6,5,4,3,4,3,1314,4,1,1314,4,1,4,440,3,3,0,0,2007,176432,1,6,22,3,30,12,12,9
7153,69,Reg,Inside,Lvl,Gtl,SawyerW,6,5,3,3,4,3,1278,4,1,1294,4,0,0,496,3,3,112,0,2008,179200,17,7,51,3,30,9,12,9
8814,68,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1274,5,1,1274,4,0,0,508,3,3,264,0,2007,203000,0,7,98,3,35,12,12,9
9849,83,Reg,Inside,Lvl,Gtl,Somerst,7,6,4,3,4,3,1689,5,1,1689,4,0,0,954,3,3,0,0,2007,248328,0,6,56,4,42,12,12,9
14463,79,IR1,Corner,HLS,Gtl,Timber,9,5,5,3,5,3,1641,5,1,1641,5,0,0,885,3,3,0,0,2009,316500,1,7,95,3,45,15,15,9
5190,50,Reg,Inside,Lvl,Gtl,Edwards,7,5,3,3,3,3,570,3,1,1079,3,1,4,249,3,3,135,0,2008,125600,58,4,0,1,35,9,9,9
9750,65,Reg,Inside,Lvl,Gtl,OldTown,5,6,3,3,3,3,984,4,1,984,2,0,0,308,3,3,0,0,2008,110000,49,5,0,2,30,9,9,9
6000,50,Reg,Inside,Lvl,Gtl,OldTown,4,4,3,3,3,3,960,4,1,960,2,0,0,308,3,3,0,0,2007,108500,57,4,168,2,16,9,9,9
8712,66,Reg,Inside,Bnk,Mod,IDOTRR,5,5,2,3,3,3,540,3,0,1044,2,0,0,504,3,3,0,0,2010,55993,58,4,0,1,25,6,9,9
11851,69,Reg,Inside,Lvl,Gtl,OldTown,5,7,3,4,3,3,1027,5,1,1633,4,1,4,240,3,3,0,0,2010,129000,1,5,226,2,35,12,9,9
13811,54,IR1,Inside,Lvl,Gtl,Timber,6,6,3,3,4,4,1112,4,1,1137,4,1,3,551,3,3,125,0,2006,176000,19,6,0,3,36,9,16,9
10143,83,Reg,Inside,Lvl,Gtl,NAmes,6,7,3,3,3,3,1380,2,1,1380,3,0,0,364,3,3,0,0,2009,154000,46,6,216,2,42,9,9,9
18265,93,Reg,Corner,Lvl,Gtl,Timber,6,5,4,4,4,4,1256,5,1,1256,4,1,2,578,3,3,282,0,2008,180000,22,6,0,3,30,16,16,9
4224,44,Reg,Inside,Lvl,Gtl,MeadowV,5,5,3,3,4,3,1142,3,1,1142,3,1,1,528,3,3,536,0,2007,134000,31,7,90,1,25,9,12,9
12615,84,Reg,Corner,Lvl,Gtl,Edwards,6,7,3,3,3,4,1202,3,1,2158,4,1,4,576,3,3,0,0,2007,243000,6,8,68,1,42,9,12,9
14536,85,Reg,Inside,Lvl,Gtl,Timber,8,5,4,3,4,3,1616,5,1,1629,4,1,4,808,3,3,0,0,2007,270000,4,7,252,3,40,12,12,9
9187,71,Reg,Corner,Bnk,Gtl,Mitchel,6,5,3,4,3,3,1084,3,1,1080,3,0,0,484,3,3,120,0,2007,134000,24,6,158,2,30,12,9,9
9900,90,Reg,Inside,Low,Mod,NoRidge,7,5,4,3,4,3,1347,5,1,2646,4,1,3,656,3,3,340,0,2009,260000,16,9,204,4,35,12,12,9
8333,64,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,738,4,1,1491,4,1,4,484,3,3,100,0,2007,168675,1,7,30,3,35,12,12,9
10147,69,IR1,CulDSac,Lvl,Gtl,Gilbert,6,5,3,3,4,3,392,4,1,1694,3,1,3,398,3,3,256,0,2007,160000,13,7,64,2,30,9,12,9
5914,44,Reg,Inside,Lvl,Gtl,OldTown,5,9,3,3,2,3,684,4,1,1080,4,0,0,0,0,0,0,0,2008,95000,12,5,195,2,45,9,6,0
11646,79,IR1,Inside,Lvl,Gtl,CollgCr,6,5,4,3,4,3,704,5,1,1422,4,1,4,440,3,3,36,0,2009,173000,3,7,28,3,30,12,12,9
7200,60,Reg,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,4,1293,5,1,1301,4,1,4,572,3,3,216,0,2006,187750,0,6,121,4,35,12,16,9
20544,46,IR1,CulDSac,Lvl,Gtl,NWAmes,7,6,3,4,4,3,791,4,1,2093,3,1,3,542,3,3,364,0,2008,215000,17,7,63,3,42,12,12,9
9981,69,IR1,Corner,Lvl,Gtl,Sawyer,5,5,3,3,3,3,1073,4,1,1073,3,0,0,270,3,3,0,0,2008,120000,41,5,90,1,25,9,9,9
8251,70,Reg,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,4,1494,5,1,1506,4,1,4,672,3,3,192,0,2007,249000,1,7,35,4,35,12,16,9
10140,78,Reg,Inside,Lvl,Gtl,NWAmes,7,6,3,3,3,3,1334,4,1,1334,3,0,0,477,3,3,0,0,2006,164500,39,7,319,3,42,9,9,9
8239,69,IR1,Inside,Lvl,Gtl,GrnHill,7,5,4,3,0,0,0,4,1,1295,4,0,0,312,3,3,0,0,2006,230000,20,5,0,3,35,12,0,9
5700,69,IR1,Corner,Lvl,Gtl,OldTown,7,6,3,3,3,3,672,4,0,1344,4,1,4,456,3,3,0,0,2007,140000,17,7,70,2,42,9,9,9
7200,60,Reg,Corner,Lvl,Gtl,NAmes,5,7,3,4,3,4,732,3,1,732,3,0,0,240,3,3,0,0,2009,118900,57,5,68,2,35,12,12,9
9178,71,Reg,Inside,Lvl,Gtl,CollgCr,8,5,4,3,4,3,1468,5,1,1468,4,1,4,904,3,3,192,0,2009,239900,1,6,142,3,40,12,12,9
4043,53,Reg,Inside,Lvl,Gtl,NPkVill,6,5,3,3,4,3,1069,4,1,1069,3,1,1,440,3,3,0,0,2006,146300,31,6,280,2,30,9,12,9
4224,69,Reg,Inside,Lvl,Gtl,MeadowV,5,6,3,3,4,3,1040,4,1,1040,3,0,0,499,3,3,0,0,2008,124000,33,5,100,1,30,9,12,9
11235,75,Reg,Inside,Lvl,Gtl,Sawyer,5,5,3,3,4,3,925,3,1,999,3,0,0,308,3,3,40,0,2007,130000,44,6,176,1,25,9,12,9
8450,65,Reg,Inside,Lvl,Gtl,SawyerW,7,5,3,3,4,3,1349,5,1,1349,3,0,0,539,3,3,120,0,2007,179000,6,6,55,3,35,9,12,9
11851,99,Reg,Corner,Lvl,Gtl,Gilbert,7,5,3,3,4,3,1424,5,1,1442,3,0,0,500,3,3,0,0,2009,180500,19,6,542,2,35,9,12,9
4608,47,Reg,Corner,Lvl,Gtl,OldTown,4,6,3,4,3,3,747,3,1,747,3,0,0,220,3,3,0,0,2010,80000,60,4,0,2,24,12,9,9
9262,78,Reg,Inside,Lvl,Gtl,Somerst,8,5,4,3,4,3,1573,5,1,1578,5,1,4,840,3,3,0,0,2009,287090,0,6,36,4,40,12,12,9
12702,70,Reg,Inside,Lvl,Gtl,OldTown,5,5,3,3,0,0,0,4,1,882,3,0,0,308,3,3,0,0,2008,97000,52,4,45,2,25,9,0,9
2938,69,Reg,Inside,Lvl,Gtl,Blmngtn,7,5,4,3,4,3,1368,5,1,1511,4,1,3,398,3,3,130,0,2006,246990,4,6,30,4,35,12,12,9
18160,160,Reg,Inside,Lvl,Gtl,Gilbert,6,6,3,3,3,3,1302,2,1,1128,3,1,3,480,3,3,0,0,2007,154204,43,6,354,2,36,9,9,9
11355,76,IR1,Corner,Lvl,Gtl,NAmes,7,7,3,3,3,3,1312,5,1,1312,3,1,4,495,3,3,0,0,2008,186000,7,6,448,2,49,9,9,9
1680,21,Reg,Inside,Lvl,Gtl,BrDale,5,5,3,3,3,3,630,3,1,1302,3,0,0,264,3,3,0,0,2008,111750,36,7,0,1,25,9,9,9
14300,110,Reg,Inside,HLS,Mod,NridgHt,9,5,5,3,5,3,2846,5,1,2696,5,2,4,958,3,3,220,0,2010,500000,6,8,150,4,45,15,15,9
10616,65,IR1,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,628,5,1,1356,4,1,4,484,3,3,100,0,2008,177439,1,7,24,3,35,12,12,9
11308,96,IR1,Inside,Lvl,Gtl,NridgHt,9,5,5,3,5,3,1104,5,1,2184,5,1,4,836,3,3,0,0,2009,335000,1,8,102,4,45,15,15,9
10480,80,Reg,Inside,Lvl,Gtl,NWAmes,7,6,3,3,3,3,803,3,1,1964,3,1,4,483,3,3,0,0,2008,205000,32,8,69,3,42,9,9,9
5118,35,IR1,Inside,HLS,Gtl,StoneBr,8,5,4,3,4,3,1312,4,1,1321,4,1,3,484,3,3,0,0,2007,212000,17,4,204,4,40,12,12,9
3811,44,IR1,Corner,HLS,Mod,Crawfor,8,5,4,3,5,3,1594,5,1,1646,4,1,4,525,3,3,128,0,2010,246000,5,7,208,3,40,12,15,9
10825,69,IR1,Inside,Lvl,Gtl,NWAmes,7,7,4,3,4,3,1260,3,1,1260,3,0,0,598,3,3,152,0,2008,181900,25,7,0,3,49,12,12,9
5500,50,Reg,Corner,Lvl,Gtl,OldTown,5,7,3,3,3,3,926,3,1,1316,3,0,0,484,3,3,0,0,2010,130000,9,6,0,2,35,9,9,9
9600,60,Reg,Inside,Lvl,Gtl,OldTown,5,7,3,4,2,2,264,5,1,1432,3,0,0,360,3,4,270,0,2007,132000,5,5,112,2,35,12,4,12
9317,75,Reg,Inside,Lvl,Gtl,SawyerW,7,5,4,4,4,4,779,5,1,1958,4,1,3,499,3,3,202,0,2007,220000,6,8,93,3,35,16,16,9
11838,69,Reg,Inside,Lvl,Gtl,CollgCr,8,5,4,3,4,3,1753,5,1,1788,5,1,3,522,3,3,202,0,2009,236500,8,6,151,3,40,12,12,9
8004,75,IR1,Inside,Lvl,Gtl,Somerst,8,5,4,3,4,3,832,5,1,1935,3,0,0,552,3,3,0,0,2009,263435,0,8,150,4,40,12,12,9
6876,60,Reg,Inside,Bnk,Gtl,IDOTRR,6,6,3,3,3,3,1272,3,1,1969,3,1,4,400,3,3,0,0,2008,141000,50,7,34,1,36,9,9,9
8396,69,IR1,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,847,5,1,1986,4,1,4,434,3,3,120,0,2008,213000,5,8,48,2,35,12,12,9
9803,73,Reg,Inside,Lvl,Gtl,Timber,7,5,4,3,4,3,1214,5,1,1214,4,0,0,520,3,3,0,0,2010,179781,0,5,25,3,35,12,12,9
